"Address","Suffix","Street","Side","Site","On Street","X","Y","Latitude","Longitude","Inventory Date","Site ID","Species","DBH","Park Name","Growing Space Type","Multi Stem"
10,"X","BIGELOW ST","Front",4,"BIGELOW ST",765876.372144987,2964545.5565096,42.3821478819,-71.0939352797,"8/24/2017",17974,"vacant site: large (vacant site large)",0,"N/A","Tree Lawn/Parkway","No"
10,"","BIGELOW ST","Front",1,"BIGELOW ST",765929.371560152,2964606.06498003,42.3823132252,-71.0937380511,"6/16/2017",17744,"pear: callery (Pyrus calleryana)",10.3,"N/A","Well/Pit","No"
10,"","BIGELOW ST","Front",2,"BIGELOW ST",765928.199829072,2964551.27370708,42.3821628928,-71.0937433538,"6/19/2017",17839,"maple: Norway (Acer platanoides)",10.8,"N/A","Tree Lawn/Parkway","No"
2,"","BILLINGHAM ST","Side",0,"WILLIAM ST",758666.119369633,2970848.82178629,42.3995351817,-71.1205181787,"11/9/2018",38108,"sweetgum: American (Liquidambar styraciflua)",17.3,"N/A","Well/Pit","No"
4,"","BILLINGHAM ST","Front",0,"BILLINGHAM ST",758754.792471772,2970893.00740469,42.3996553441,-71.1201891618,"11/9/2018",38055,"honeylocust: thornless (Gleditsia triacanthos inermis)",12,"N/A","Well/Pit","No"
5,"","BILLINGHAM ST","Front",0,"BILLINGHAM ST",758789.59688012,2970886.42534715,42.3996368576,-71.1200604161,"11/9/2018",38065,"honeylocust: thornless (Gleditsia triacanthos inermis)",13.9,"N/A","Well/Pit","No"
10,"","BILLINGHAM ST","Front",0,"BILLINGHAM ST",758783.123121247,2970930.18739141,42.3997570199,-71.1200836619,"11/9/2018",38046,"honeylocust: thornless (Gleditsia triacanthos inermis)",15.9,"N/A","Well/Pit","No"
14,"","BILLINGHAM ST","Front",0,"BILLINGHAM ST",758837.347823431,2971009.34859861,42.3999735754,-71.1198816026,"11/9/2018",38034,"vacant site: small (vacant site small)",0,"N/A","Well/Pit","No"
22,"","BILLINGHAM ST","Front",0,"BILLINGHAM ST",758887.304774134,2971070.68568545,42.4001412734,-71.1196956366,"11/9/2018",38177,"linden: littleleaf (Tilia cordata)",19.9,"N/A","Well/Pit","No"
23,"","BILLINGHAM ST","Front",0,"BILLINGHAM ST",758946.083818291,2971103.18922749,42.4002297438,-71.119477484,"11/9/2018",38137,"maple: Norway (Acer platanoides)",9.9,"N/A","Well/Pit","No"
26,"","BILLINGHAM ST","Side",0,"BILLINGHAM ST",758936.722674992,2971144.53187305,42.4003433026,-71.1195114587,"11/9/2018",38172,"lilac: Japanese tree (Syringa reticulata)",5.2,"N/A","Well/Pit","No"
11,"","BLAKELEY AVE","Front",1,"BLAKELEY AVE",768170.108772239,2967468.11344234,42.3901371152,-71.0853931047,"6/9/2017",13053,"elm: Siberian (Ulmus pumila)",5.3,"N/A","Well/Pit","No"
11,"","BLAKELEY AVE","Front",2,"BLAKELEY AVE",768157.010294169,2967479.60077209,42.3901688112,-71.0854413844,"6/9/2017",13069,"elm: Siberian (Ulmus pumila)",7.6,"N/A","Well/Pit","No"
8,"","BOLTON ST","Front",1,"BOLTON ST",764881.819467198,2962161.67982548,42.3756194306,-71.0976579477,"10/31/2017",19722,"linden: littleleaf (Tilia cordata)",15.5,"N/A","Well/Pit","No"
8,"","BOLTON ST","Front",2,"BOLTON ST",764894.249930339,2962189.65970317,42.3756960469,-71.0976114562,"10/31/2017",19599,"linden: littleleaf (Tilia cordata)",12.9,"N/A","Well/Pit","No"
9,"","BOLTON ST","Front",1,"BOLTON ST",764837.702147295,2962150.69389916,42.375589856,-71.09782141,"10/31/2017",19613,"sweetgum: American (Liquidambar styraciflua)",14.2,"N/A","Well/Pit","No"
9,"","BOLTON ST","Front",2,"BOLTON ST",764801.844361196,2962077.98378066,42.3753908023,-71.0979553818,"10/31/2017",19648,"sweetgum: American (Liquidambar styraciflua)",12.7,"N/A","Well/Pit","No"
21,"","BOLTON ST","Front",1,"BOLTON ST",764770.443310562,2962008.94182607,42.3752017563,-71.0980727953,"10/31/2017",19687,"maple: Norway (Acer platanoides)",6.6,"N/A","Well/Pit","No"
24,"","BOLTON ST","Front",1,"BOLTON ST",764777.928595955,2961958.51931916,42.3750632995,-71.0980459731,"10/31/2017",19682,"linden: littleleaf (Tilia cordata)",15.8,"N/A","Well/Pit","No"
26,"","BOLTON ST","Front",1,"BOLTON ST",764743.449137575,2961892.88566757,42.3748836456,-71.0981747188,"10/31/2017",19642,"vacant site: small (vacant site small)",0,"N/A","Well/Pit","No"
29,"","BOLTON ST","Front",1,"BOLTON ST",764740.986028637,2961958.9560964,42.3750649756,-71.0981826824,"10/31/2017",19727,"sweetgum: American (Liquidambar styraciflua)",12.5,"N/A","Well/Pit","No"
20,"","BONAIR ST","Front",1,"BONAIR ST",767495.441110636,2966672.24737703,42.3879622278,-71.0879047391,"6/13/2017",13573,"pear: callery (Pyrus calleryana)",13.5,"N/A","Well/Pit","No"
28,"","BONAIR ST","Front",1,"BONAIR ST",767385.793136676,2966720.08928505,42.3880949591,-71.0883097517,"6/13/2017",13934,"pear: callery (Pyrus calleryana)",8.1,"N/A","Well/Pit","No"
33,"","BONAIR ST","Front",1,"BONAIR ST",767297.047497677,2966791.13508386,42.388291084,-71.0886369804,"6/13/2017",13844,"pear: callery (Pyrus calleryana)",17.5,"N/A","Well/Pit","No"
33,"","BONAIR ST","Front",2,"BONAIR ST",767318.12693771,2966777.51954578,42.3882534439,-71.0885591965,"6/13/2017",13891,"pear: callery (Pyrus calleryana)",0.5,"N/A","Well/Pit","No"
33,"","BONAIR ST","Side",1,"MACARTHUR ST",767294.720515442,2966822.89000018,42.3883782504,-71.088645027,"6/12/2017",13930,"pear: callery (Pyrus calleryana)",12.6,"N/A","Well/Pit","No"
33,"","BONAIR ST","Side",2,"MACARTHUR ST",767321.349424712,2966860.56018383,42.3884812651,-71.0885457855,"6/12/2017",13791,"pear: callery (Pyrus calleryana)",5.7,"N/A","Well/Pit","No"
53,"X","BONAIR ST","Median",1,"EDMANDS ST",767062.802055321,2966921.24949399,42.3886512151,-71.0895017379,"12/5/2018",13289,"vacant site: large (vacant site large)",0,"N/A","Median","No"
53,"X","BONAIR ST","Median",2,"EDMANDS ST",767077.073915513,2966944.34910846,42.3887144121,-71.0894484978,"12/5/2018",13136,"vacant site: large (vacant site large)",0,"N/A","Median","No"
53,"X","BONAIR ST","Median",3,"EDMANDS ST",767096.455317775,2966973.10307893,42.3887930571,-71.0893762433,"12/5/2018",13174,"vacant site: large (vacant site large)",0,"N/A","Median","No"
53,"X","BONAIR ST","Median",4,"EDMANDS ST",767116.350338071,2967001.85950375,42.388871702,-71.0893020874,"12/5/2018",13210,"vacant site: large (vacant site large)",0,"N/A","Median","No"
63,"","BONAIR ST","Side",1,"MELVIN ST",766872.367647417,2967030.00091574,42.3889521422,-71.0902047138,"6/12/2017",13251,"maple: red (Acer rubrum)",7.4,"N/A","Well/Pit","No"
63,"","BONAIR ST","Side",2,"MELVIN ST",766865.788338429,2967009.49745258,42.3888959673,-71.0902294324,"6/12/2017",13288,"linden: littleleaf (Tilia cordata)",4.7,"N/A","Well/Pit","No"
68,"","BONAIR ST","Side",1,"WIGGLESWORTH ST",766691.18124018,2967000.88275751,42.3888746285,-71.0908759117,"6/12/2017",13259,"maple: Norway (Acer platanoides)",10.9,"N/A","Well/Pit","No"
68,"","BONAIR ST","Side",2,"WIGGLESWORTH ST",766675.257026146,2966950.71422219,42.3887371754,-71.0909357474,"6/12/2017",13296,"pear: callery (Pyrus calleryana)",7.4,"N/A","Well/Pit","No"
71,"","BONAIR ST","Front",1,"BONAIR ST",766696.04523065,2967057.30323146,42.3890293825,-71.0908569053,"6/12/2017",13138,"maple: Norway (Acer platanoides)",22.2,"N/A","Well/Pit","No"
75,"","BONAIR ST","Front",1,"BONAIR ST",766619.858405478,2967091.22817808,42.3891234751,-71.0911383174,"6/12/2017",13177,"cherry: Japanese flowering (Prunus serrulata)",4.1,"N/A","Well/Pit","No"
83,"","BONAIR ST","Front",1,"BONAIR ST",766552.944722155,2967119.5680125,42.3892021196,-71.0913855037,"6/12/2017",13215,"maple: Norway (Acer platanoides)",14.3,"N/A","Well/Pit","No"
7,"","BOND ST","Front",1,"BOND ST",765195.306782382,2969154.35627215,42.3948033213,-71.0963753251,"6/8/2017",12432,"ash: green (Fraxinus pennsylvanica)",9.8,"N/A","Well/Pit","No"
9,"","BOND ST","Front",1,"BOND ST",765211.691270083,2969172.05715836,42.3948516797,-71.0963143604,"6/8/2017",12454,"ash: green (Fraxinus pennsylvanica)",8.6,"N/A","Well/Pit","No"
11,"","BOND ST","Front",1,"BOND ST",765229.870977223,2969197.05895101,42.39492004856985,-71.0962466218175,"6/8/2017",12398,"ash: green (Fraxinus pennsylvanica)",9.8,"N/A","Well/Pit","No"
14,"","BOND ST","Side",1,"BOND ST",765217.275225911,2969217.01563849,42.394974973335195,-71.09629290108187,"6/8/2017",12418,"ash: green (Fraxinus pennsylvanica)",9.2,"N/A","Well/Pit","No"
17,"","BOND ST","Front",1,"BOND ST",765276.180879134,2969268.92640633,42.3951166513,-71.0960739246,"6/8/2017",12412,"maple: red (Acer rubrum)",3.1,"N/A","Well/Pit","No"
22,"","BOND ST","Side",1,"HEATH ST",765248.043380905,2969361.99303888,42.3953723918,-71.0961764576,"6/8/2017",12396,"elm: hybrid (Ulmus x)",2.2,"N/A","Well/Pit","No"
33,"","BOND ST","Front",1,"BOND ST",765432.377501614,2969470.09724028,42.395666633,-71.0954921578,"6/8/2017",12677,"maple: Norway (Acer platanoides)",8.1,"N/A","Well/Pit","No"
38,"","BOND ST","Front",1,"BOND ST",765457.610494151,2969551.0400371,42.3958884117,-71.0953973238,"6/8/2017",12456,"ash: green (Fraxinus pennsylvanica)",9.9,"N/A","Well/Pit","No"
38,"","BOND ST","Front",2,"BOND ST",765448.148383707,2969535.76518973,42.3958466206,-71.0954326209,"6/8/2017",12393,"oak: northern red (Quercus rubra)",29,"N/A","Well/Pit","No"
38,"","BOND ST","Side",1,"JAQUES ST",765459.785215079,2969590.25427818,42.3959959872,-71.0953885843,"6/9/2017",12994,"planetree: London (Platanus x acerifolia)",9.5,"N/A","Well/Pit","No"
38,"","BOND ST","Side",2,"JAQUES ST",765436.525654166,2969606.02510245,42.3960395651,-71.0954744148,"6/9/2017",13013,"planetree: London (Platanus x acerifolia)",18,"N/A","Well/Pit","No"
28,"","BONNER AVE","Side",1,"COLUMBUS AVE",765935.529329889,2964051.25508703,42.3807907413,-71.0937250409,"6/19/2017",17898,"honeylocust: thornless (Gleditsia triacanthos inermis)",13,"N/A","Well/Pit","No"
0,"X","BOSTON AVE","Front",0,"BOSTON AVE",756120.307941801,2977244.18868036,42.4171147438,-71.1298406169,"11/29/2018",40324,"oak: pin (Quercus palustris)",28.6,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Front",0,"BOSTON AVE",756072.672478886,2977094.36357534,42.4167041921,-71.1300194303,"11/29/2018",40325,"maple: Norway (Acer platanoides)",16.6,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Front",0,"BOSTON AVE",756055.477734422,2977050.99088287,42.4165853825,-71.1300838031,"11/29/2018",40334,"maple: Norway (Acer platanoides)",18.5,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Front",0,"BOSTON AVE",756099.470479611,2977261.41737241,42.4171622673,-71.1299175067,"11/29/2018",40336,"zelkova: Japanese (Zelkova serrata)",25.2,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Front",0,"BOSTON AVE",756043.76211108,2977080.28658511,42.416665909,-71.1301267184,"11/29/2018",40342,"oak: swamp white (Quercus bicolor)",25.2,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Front",0,"BOSTON AVE",756040.494638357,2977277.03740255,42.4172058305,-71.1301356591,"11/29/2018",40346,"mulberry: white (Morus alba)",2.9,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Front",0,"BOSTON AVE",756023.611807442,2977050.37161563,42.4165840624,-71.13020182,"11/29/2018",40351,"maple: Norway (Acer platanoides)",13.2,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Front",0,"BOSTON AVE",756045.77045643,2977285.23873973,42.4172282721,-71.1301159896,"11/29/2018",40356,"stump (Stump)",72,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Front",0,"BOSTON AVE",756005.138585675,2977301.9005668,42.4172744754,-71.130266193,"11/29/2018",40368,"maple: Norway (Acer platanoides)",19.6,"ALEWIFE BROOK RESERVATION","Open/Restricted","Yes"
0,"X","BOSTON AVE","Front",0,"BOSTON AVE",756029.746912985,2977305.85593354,42.4172850362,-71.1301749981,"11/29/2018",40378,"maple: Norway (Acer platanoides)",7.3,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","Yes"
0,"X","BOSTON AVE","Front",0,"BOSTON AVE",756029.243211197,2977310.66460228,42.4172982371,-71.1301767862,"11/29/2018",40389,"maple: Norway (Acer platanoides)",4.4,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","Yes"
0,"X","BOSTON AVE","Front",0,"BOSTON AVE",756052.94634265,2977300.66459439,42.4172705151,-71.1300891676,"11/29/2018",40402,"maple: Norway (Acer platanoides)",6.5,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Front",0,"BOSTON AVE",756065.013255492,2977301.6791004,42.4172731553,-71.1300444643,"11/29/2018",40412,"maple: Norway (Acer platanoides)",9.2,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Front",0,"BOSTON AVE",756126.975892174,2977265.38541618,42.4171728281,-71.129815583,"11/29/2018",40420,"stump (Stump)",23,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Front",0,"BOSTON AVE",755990.060815369,2977215.72076781,42.4170381781,-71.1303234133,"11/29/2018",40432,"cherry: black (Prunus serotina)",8.3,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","Yes"
0,"X","BOSTON AVE","Front",0,"BOSTON AVE",756043.884024948,2977163.51554164,42.4168942872,-71.1301249303,"11/29/2018",40442,"oak: pin (Quercus palustris)",28.6,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Front",0,"BOSTON AVE",756069.618861055,2977130.43203766,42.4168032,-71.1300301592,"11/29/2018",40453,"sycamore: American (Platanus occidentalis)",45.6,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Front",0,"BOSTON AVE",756110.269890877,2977109.44046618,42.4167451154,-71.1298799557,"11/29/2018",40461,"oak: pin (Quercus palustris)",23,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Front",0,"BOSTON AVE",756118.106098162,2977083.97671828,42.4166751498,-71.1298513456,"11/29/2018",40463,"oak: northern red (Quercus rubra)",24.5,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Front",0,"BOSTON AVE",756218.764257643,2977143.5877537,42.4168375227,-71.1294776255,"11/29/2018",40467,"maple: red (Acer rubrum)",10.8,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Front",0,"BOSTON AVE",756135.478185251,2977086.45756243,42.4166817503,-71.1297869727,"11/29/2018",40470,"oak: northern red (Quercus rubra)",28.2,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Front",0,"BOSTON AVE",756111.893789037,2977069.03596741,42.4166342265,-71.1298745913,"11/29/2018",40472,"oak: northern red (Quercus rubra)",20.6,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Front",0,"BOSTON AVE",756191.697680333,2977149.72434523,42.4168546841,-71.129577761,"11/29/2018",40474,"maple: red (Acer rubrum)",13.9,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Front",0,"BOSTON AVE",756195.47270184,2977169.9464516,42.4169101284,-71.129563456,"11/29/2018",40477,"oak: northern red (Quercus rubra)",24.9,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Front",0,"BOSTON AVE",756134.198772297,2977047.48369573,42.4165748216,-71.1297923371,"11/29/2018",40478,"elm: Siberian (Ulmus pumila)",23.4,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Front",0,"BOSTON AVE",756167.910783296,2977178.96744057,42.4169352103,-71.1296653796,"11/29/2018",40482,"oak: pin (Quercus palustris)",27.5,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",756062.391709121,2976911.51984454,42.4162025928,-71.1300604392,"10/23/2018",35388,"maple: red (Acer rubrum)",22.2,"ALEWIFE BROOK RESERVATION","Tree Lawn/Parkway","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755922.582070749,2976689.75734278,42.4155957409,-71.1305817405,"10/23/2018",35393,"oak: black (Quercus velutina)",18.4,"ALEWIFE BROOK RESERVATION","Tree Lawn/Parkway","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755902.014757171,2976681.6108726,42.4155736315,-71.1306580355,"10/23/2018",35404,"oak: black (Quercus velutina)",18.1,"ALEWIFE BROOK RESERVATION","Tree Lawn/Parkway","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",756833.762615167,2977530.72832054,42.4178924797,-71.1271938681,"10/23/2018",35407,"oak: black (Quercus velutina)",31.8,"N/A","Tree Lawn/Parkway","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755899.222954487,2976659.34499389,42.4155125672,-71.1306687311,"10/23/2018",35413,"oak: black (Quercus velutina)",21.6,"ALEWIFE BROOK RESERVATION","Tree Lawn/Parkway","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",756805.590154429,2977521.49690356,42.4178674866,-71.1272983489,"10/23/2018",35416,"vacant site: large (vacant site large)",0,"N/A","Tree Lawn/Parkway","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755883.736511056,2976633.95464201,42.4154430803,-71.1307264871,"10/23/2018",35424,"oak: pin (Quercus palustris)",24.3,"ALEWIFE BROOK RESERVATION","Tree Lawn/Parkway","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",756775.225946238,2977508.85613709,42.4178331645,-71.1274110014,"10/23/2018",35425,"vacant site: large (vacant site large)",0,"N/A","Tree Lawn/Parkway","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755850.564980936,2976601.77319893,42.4153551686,-71.1308498426,"10/23/2018",35433,"maple: red (Acer rubrum)",12.2,"ALEWIFE BROOK RESERVATION","Tree Lawn/Parkway","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",756746.303920427,2977497.66494634,42.4178028026,-71.1275182895,"10/23/2018",35435,"vacant site: large (vacant site large)",0,"N/A","Tree Lawn/Parkway","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755842.569425819,2976580.63579287,42.4152972627,-71.1308797901,"10/23/2018",35442,"oak: black (Quercus velutina)",30.4,"ALEWIFE BROOK RESERVATION","Tree Lawn/Parkway","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",756719.325826379,2977483.59578319,42.4177645201,-71.127618425,"10/23/2018",35444,"vacant site: large (vacant site large)",0,"N/A","Tree Lawn/Parkway","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755817.824927541,2976558.85036872,42.4152377775,-71.130971772,"10/23/2018",35451,"maple: red (Acer rubrum)",13.7,"ALEWIFE BROOK RESERVATION","Tree Lawn/Parkway","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",756697.642139945,2977473.39840799,42.4177367984,-71.1276988911,"10/23/2018",35453,"vacant site: large (vacant site large)",0,"N/A","Tree Lawn/Parkway","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755804.837259622,2976534.42998936,42.4151709223,-71.1310202585,"10/23/2018",35457,"oak: pin (Quercus palustris)",23.9,"ALEWIFE BROOK RESERVATION","Tree Lawn/Parkway","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",756377.81905422,2977240.30786171,42.4171010245,-71.1288870478,"10/23/2018",35460,"oak: pin (Quercus palustris)",24.2,"ALEWIFE BROOK RESERVATION","Tree Lawn/Parkway","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",756037.565659129,2976859.84410569,42.4160610904,-71.130153205,"10/23/2018",35461,"oak: swamp white (Quercus bicolor)",18.9,"ALEWIFE BROOK RESERVATION","Tree Lawn/Parkway","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755800.904167685,2976508.89769154,42.4151009085,-71.1310352323,"10/23/2018",35466,"elm: Siberian (Ulmus pumila)",30.6,"ALEWIFE BROOK RESERVATION","Tree Lawn/Parkway","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",756037.042931459,2976847.18029931,42.4160263472,-71.1301553442,"10/23/2018",35469,"oak: swamp white (Quercus bicolor)",27.3,"ALEWIFE BROOK RESERVATION","Tree Lawn/Parkway","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",756273.86738422,2977136.84638907,42.4168183675,-71.1292736735,"10/23/2018",35470,"maple: Norway (Acer platanoides)",28.2,"ALEWIFE BROOK RESERVATION","Tree Lawn/Parkway","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755775.037464358,2976479.43361057,42.4150203663,-71.1311314924,"10/23/2018",35476,"oak: pin (Quercus palustris)",33.4,"ALEWIFE BROOK RESERVATION","Tree Lawn/Parkway","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",756024.353415274,2976842.90476572,42.4160147662,-71.1302024046,"10/23/2018",35478,"oak: swamp white (Quercus bicolor)",30.4,"ALEWIFE BROOK RESERVATION","Tree Lawn/Parkway","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755736.405439204,2976463.15162425,42.414976147,-71.1312748129,"10/23/2018",35484,"oak: pin (Quercus palustris)",22.1,"ALEWIFE BROOK RESERVATION","Tree Lawn/Parkway","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",756013.664999067,2976821.18031779,42.4159552816,-71.1302423347,"10/23/2018",35486,"oak: swamp white (Quercus bicolor)",30.5,"ALEWIFE BROOK RESERVATION","Tree Lawn/Parkway","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755691.698092206,2976426.89156806,42.4148771798,-71.1314409506,"10/23/2018",35493,"oak: pin (Quercus palustris)",28.2,"ALEWIFE BROOK RESERVATION","Tree Lawn/Parkway","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755982.619377038,2976787.28157777,42.415862633,-71.1303578468,"10/23/2018",35495,"oak: swamp white (Quercus bicolor)",31.3,"ALEWIFE BROOK RESERVATION","Tree Lawn/Parkway","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755652.890775147,2976406.58018028,42.4148219056,-71.1315849842,"10/23/2018",35502,"oak: pin (Quercus palustris)",27.1,"ALEWIFE BROOK RESERVATION","Tree Lawn/Parkway","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755986.164967189,2976768.88009864,42.4158120973,-71.1303450121,"10/23/2018",35504,"oak: swamp white (Quercus bicolor)",44.8,"ALEWIFE BROOK RESERVATION","Tree Lawn/Parkway","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",756172.801200556,2977025.95225961,42.4165152797,-71.1296497296,"10/23/2018",35505,"oak: pin (Quercus palustris)",24.8,"ALEWIFE BROOK RESERVATION","Tree Lawn/Parkway","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755624.450250032,2976393.41187942,42.4147861089,-71.1316905137,"10/23/2018",35512,"ash: white (Fraxinus americana)",15.9,"ALEWIFE BROOK RESERVATION","Tree Lawn/Parkway","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755973.526929539,2976752.71057416,42.4157678785,-71.1303920726,"10/23/2018",35514,"stump (Stump)",20,"ALEWIFE BROOK RESERVATION","Tree Lawn/Parkway","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",756145.201016754,2976996.86457024,42.4164357921,-71.129752407,"10/23/2018",35515,"oak: pin (Quercus palustris)",29.8,"ALEWIFE BROOK RESERVATION","Tree Lawn/Parkway","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755595.451100099,2976375.82875047,42.4147382044,-71.1317981823,"10/23/2018",35522,"oak: pin (Quercus palustris)",23.6,"ALEWIFE BROOK RESERVATION","Tree Lawn/Parkway","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755946.686368099,2976725.92818175,42.4156947069,-71.1304918978,"10/23/2018",35524,"oak: black (Quercus velutina)",20.5,"ALEWIFE BROOK RESERVATION","Tree Lawn/Parkway","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",756118.95604713,2976966.05618797,42.4163515667,-71.1298500931,"10/23/2018",35527,"oak: northern red (Quercus rubra)",19.8,"ALEWIFE BROOK RESERVATION","Tree Lawn/Parkway","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755925.730684316,2976718.54739081,42.4156747032,-71.1305696189,"10/23/2018",35534,"oak: black (Quercus velutina)",27.1,"ALEWIFE BROOK RESERVATION","Tree Lawn/Parkway","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",756108.482794561,2976939.15304246,42.4162778694,-71.1298893101,"10/23/2018",35537,"stump (Stump)",45,"ALEWIFE BROOK RESERVATION","Tree Lawn/Parkway","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",756027.281674554,2976983.51583463,42.416400567,-71.1301893031,"11/29/2018",40362,"elm: Siberian (Ulmus pumila)",23.4,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",756003.636617237,2976980.04568603,42.4163913262,-71.1302769217,"11/29/2018",40370,"maple: Norway (Acer platanoides)",13.9,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",756449.747291321,2977324.51878999,42.4173312395,-71.1286193207,"11/29/2018",40373,"stump (Stump)",26,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",756012.994294614,2976937.75010899,42.4162751562,-71.1302429471,"11/29/2018",40380,"oak: swamp white (Quercus bicolor)",30,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",756423.151142078,2977333.54361773,42.4173563212,-71.1287176682,"11/29/2018",40382,"oak: northern red (Quercus rubra)",19.7,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
